"","indicatorName","year1960","year1961","year1962","year1963","year1964","year1965","year1966","year1967","year1968","year1969","year1970","year1971"
"742","Trabajadores familiares que contribuyen, total (% del empleo total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Relación entre empleo y población, mayores de 15 años, mujeres (%) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Empleados en agricultura, hombres (% del empleo masculino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Multidimensional poverty intensity (average share of deprivations experienced by the poor)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Participación en el ingreso del cuarto quintilo (20%) de la población en orden decreciente de remuneraciones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","External health expenditure (% of current health expenditure)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Prevalencia de desnutrición, altura para la edad (% de niños menores de cinco años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Personas que practican la defecación al aire libre, sector rural (% de la población rural)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","People using at least basic sanitation services, rural (% of rural population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Niños con fiebre que reciben medicamentos contra el paludismo (% de niños menores de cinco años con fiebre)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Adultos (de 15 años en adelante) y niños (de 0 a 14 años) recientemente infectados por el VIH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Causa de muerte, por enfermedades transmisibles y condiciones maternales, prenatales y en materia de nutrición (% del total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Mujeres que creen que está justificado que un marido golpee a su esposa cuando sale sin avisarle (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Porcentaje del gasto público en educación primaria (% del gasto público en educación)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.72035,45.85395
"758","Nivel de instrucción, al menos nivel de maestría o equivalente, población de más de 25 años, mujeres (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Maestros capacitados en el ciclo superior de la educación de nivel secundario, mujeres (% de maestras mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Educación de nivel secundario, alumnos en programas vocacionales (% de mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.94327
"761","Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Educación de nivel primario, maestras (% de mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5085906982422
"763","Alumnos de mayor edad, nivel primario, varones (% de matrícula de varones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.92898
"764","Educación de nivel primario, alumnos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984000
"765","Educación preescolar, duración (años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Cobertura de los programas de seguro social en el tercer quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Cobertura de los beneficios por desempleo y los ALMP en el tercer quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Transferencias corrientes netas del extranjero (UMN a precios actuales)",7200000,7100000,9300000,6700000,11900000,9300000,9400000,12700000,13200000,12300000,17200000,16100000
"769","INB per cápita (US$ constantes del año 2010)",2207.53117744795,2247.88142807396,2292.8351993639,2289.74957737514,2393.02125031104,2395.49079922417,2318.64712151759,2357.10605030448,2330.58876196046,2373.06342637848,2460.21584327012,2532.94720763515
"770","Rentas totales de los recursos naturales (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612496801061449,0.734455023426005
"771","PIB (UMN a precios actuales)",1723727707.49622,1606925598.75671,1517480482.39083,1823470009.68825,2243071157.1958,2385904000,2428145000,2552372000,2580943000,3110675000,2861132000,2752900000
"772","Ahorro neto ajustado, excluido el daño por emisión de partículas (% del ingreso nacional bruto: INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Ahorro ajustado: agotamiento de fuentes de energía (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00175045823599608,0.00252231480077776
"774","Servicios, valor agregado (UMN actuales)",706252090.169889,660971972.063496,608238636.559669,727436013.139963,900018187.46684,980207000,1030538000,1075055000,1050325000,1360759000,1191732000,1141328000
"775","Industrialización, valor agregado (UMN a precios constantes)",735951341.795104,764078839.528559,823115675.430644,885707085.222122,1030362787.85131,1193255000,1222674000,1284657000,1303255000,1417217000,1644404000,1683557000
"776","Internally displaced persons, total displaced by conflict and violence (number of people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Mercaderías exportadas hacia economías en desarrollo en Oriente Medio y Norte de África (% del total de mercaderías exportadas)",NA,0.103626943005181,0.171232876712329,0.0770416024653313,0.0771010023130301,0.106084716223384,0.0071571714858288,4.05465241318236,0.00512321327936882,0.131199160325374,0.175939134569662,0.49822392397472
"778","Índice del volumen de exportaciones (2000 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Mercaderías importadas desde economías en desarrollo de Asia oriental y el Pacífico (% del total de mercaderías importadas)",NA,NA,0.105932203389831,0.15785319652723,0.0687285223367698,0.435334663522583,0.41925109120147,0.303426384091121,0.289650853295757,0.351283216927718,0.241016652059597,0.641814665025497
"780","Tasa arancelaria, nación más favorecida, media simple, productos primarios (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Tasa arancelaria, nación más favorecida, media simple, productos manufacturados (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Turismo internacional, número de arribos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Población, mujeres (% del total)",50.0084513403077,49.9846390037517,49.9614904285417,49.9388663264896,49.9164286017172,49.8939545917414,49.871514048816,49.8493798485723,49.8283282641645,49.8094945048384,49.7933477499743,49.7801252708918
"784","Población de 65 años de edad y más (% del total)",4.69902497234612,4.67139420628937,4.62542530453603,4.5682893425037,4.50910057492814,4.45127810438528,4.41139810890869,4.370206395238,4.32733864656091,4.28137892009098,4.23246145897041,4.20370463445859
"785","Población de 40 a 44 años, varones (% de la población masculina)",4.23105115906394,4.18435062618541,4.15126188005646,4.12977326932849,4.11715201704622,4.11029129406051,4.0982410353171,4.09449067397891,4.09631130420252,4.09984741028384,4.10320192437066,4.09842779814289
"786","Población de 15 a 19 años, varones (% de la población masculina)",9.76114323701432,9.6936187177208,9.56068464363882,9.4277707434165,9.3882793890359,9.48457327755008,9.66168867850985,9.9558489316919,10.2970869189852,10.5873605696683,10.775819350689,10.8588607233843
"787","Women who were first married by age 15 (% of women ages 20-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Tasa de mortalidad, adultos, varones (por cada 1.000 varones adultos)",296.714,288.06,279.405,276.968,274.531,272.094,269.657,267.22,264.745,262.27,259.796,257.321
"789","Desempleo, total (% de la población activa total) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Personas desempleadas con educación avanzada, varones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Tasa de población activa, total (% de la población total mayor de 15 años) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Tasa de participación en la fuerza laboral, mujeres (% de la población femenina entre 15-64 años) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Niños económicamente activos, que estudian y trabajan, varones (% para cada edad de niños entre los 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Empleo infantil en la industria, varones (% para cada edad de niños entre 7 y 14 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Trabajadores asalariados (empleados), varones (% del empleo masculino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Empleadores, varones (% del empleo masculino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Tasa de crecimiento promedio anualizada en el consumo medio o ingresos reales per cápita según encuestas, 40 % más pobre de la población (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Out-of-pocket expenditure per capita (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Prevalencia de emaciación grave, peso en relación con estatura, mujeres (% de niños menores de 5 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","People with basic handwashing facilities including soap and water, urban (% of urban population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Riesgo de contraer gastos empobrecedores relacionados con la atención quirúrgica (% de personas en riesgo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Camas hospitalarias (por cada 1.000 personas)",1.87069153785706,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34910011291504,NA
"806","People using safely managed drinking water services (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Probability of dying among youth ages 20-24 years (per 1,000)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Prevalencia de anemia entre mujeres no embarazadas (% de mujeres entre 15-49 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Proporción de escaños ocupados por mujeres en los parlamentos nacionales (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","Inscripción escolar, nivel terciario, varones (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.80554008483887
"811","Adolescentes que no asisten a la escuela (% de adolescentes en edad de asistir al ciclo inferior de la escuela secundaria)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","Transición a la escuela secundaria, varones (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.47928
"813","Educación de nivel secundario, alumnos (% de mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.44888
"814","Niños que no asisten a la escuela (% de niños y niñas en edad de asistir a la escuela primaria)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4613094329834
"815","Repetidores, escuela primaria, mujeres (% de mujeres inscriptas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.95347
"816","Inscripción escolar, nivel primario (% neto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.53869
"817","Tasa de finalización de la educación de nivel primario, mujeres (% del grupo etario correspondiente)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5948486328125
"818","Tasa de alfabetización, varones adultos (% de varones de 15 años o más)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Cobertura de los programas de medidas de protección social en el cuarto quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Incidencia de los beneficios de los programas de trabajo y protección social (SPL) para el quintil más pobre (% del total de beneficios de los SPL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","Ingreso neto del extranjero (US$ a precios actuales)",-25955602.8117883,-27809693.6487302,-23854334.3509404,-17818741.2461202,-18943280.283337,-25011989.7474053,-25212085.6653846,-24911941.7884157,-27112996.8861874,-28013428.517094,-29214004.0249694,-35717121.3592948
"822","INB (US$ constantes del año 2010)",10030284354.9102,10506984430.4233,11026705333.6161,11331938601.9355,12189700867.9819,12561898654.8431,12519354278.1587,13105537924.9655,13343690402.4654,13990079812.7786,14931974993.9634,15824379978.0296
"823","Balanza comercial de bienes y servicios (% del PIB)",-0.816497392540862,-1.19417234527603,-0.552890147991712,-0.723653766207484,-1.2444042582212,-1.31082390573971,-0.628669210446658,-1.92440600351359,-2.87604181882358,-3.59941170324769,-3.56879724528613,-6.10970249555015
"824","Cambios en inventarios (UMN a precios constantes)",NA,NA,NA,NA,NA,433141000,326686000,276198000,103067000,125797000,292490000,76266000
"825","Exportaciones de bienes y servicios (US$ a precios actuales)",197583745.854204,157101028.714894,155487287.042826,168447595.433591,199730280.617423,214348750.216904,254730107.424295,258096721.244296,285128679.283701,264625851.047958,270255549.700304,291407689.18989
"826","Gasto de consumo final de los hogares por crecimiento per cápita (% anual)",NA,2.34898618344515,3.78148077763791,-0.00987903105607302,5.50028440832718,-0.403860077107282,-2.19658977762313,0.341208380847988,1.73198878183835,2.40918936597809,5.53187546394311,2.19336059098691
"827","Gasto militar (% del PIB)",2.37623678350892,2.04676698378785,2.04545378336297,1.76521231065259,1.90995401275775,2.0695652173913,1.8242215194411,1.80442333340465,1.92397349775755,2.37061630052488,1.83368971819713,1.85402516979624
"828","Servidores de Internet seguros (por cada millón de personas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","Calidad de infraestructura portuaria, WEF (1= muy precaria a 7= buen desarrollo y eficiencia conforme a estándares internacionales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","Calificación de gestión macroeconómica de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Solicitudes de patentes, residentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Impuesto sobre utilidades (% de utilidades comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Procedimientos para registrar una propiedad (número)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Empresas formalmente registradas al inicio de las operaciones (% de empresas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","Cortes de energía en empresas mensuales (cantidad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Índice de Capital Humano, femenino, límite inferior (escala de 0 a 1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","Compensación de empleados (% del gasto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","Impuestos a las exportaciones (% de la recaudación impositiva)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Adquisición neta de activos financieros (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","Prima de riesgo por préstamo (tasa de la prima menos tasa de los bonos del tesoro, %)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","Créditos a otros sectores de la economía nacional (crecimiento anual como % de la masa monetaria)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","Áreas terrestres protegidas (% del área total de la tierra)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","Población en aglomerados urbanos de más de 1 millón de personas",775586,816500,859670,900741,940731,982382,1025942,1071437,1119019,1168580,1220411,1274546
"844","Sequías, inundaciones, temperaturas extremas (% de la población, promedio de 1990-2009)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","Emisiones agrícolas de óxido nitroso (miles de toneladas métricas de equivalente de CO2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1703.845219,1605.966594
"846","Emisiones de CO2 (toneladas métricas per cápita)",0.38819468684538,0.352251265036888,0.325586100476981,0.363070334003774,0.421133978319756,0.434251904613617,0.448236866835006,0.466288382111405,0.544401767613741,0.609573585495186,0.705683088343843,0.676180783805406
"847","PIB por unidad de uso de energía, (PPA a $ por kg de equivalente de petróleo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Acceso a tecnologías y combustibles limpios para cocinar (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","AOD neta recibida (% de formación bruta de capital)",1.27390456233838,2.63949712579398,3.72193141663459,3.71916320847218,3.43646289024894,3.59696276683657,4.67320099615536,4.65224918650279,4.7613096904974,2.51378932236898,3.41130283225439,3.52399353973253
"850","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, ACNUR (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Flujos financieros netos, AIF (NFL, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143000,2024000
"852","PGP, BIRF (DPD, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33624000,31952000
"853","Flujos de ayuda bilateral neta de donantes del CAD, Estados Unidos (US$ a precios actuales)",6e+06,1.1e+07,1.2e+07,1.4e+07,1.7e+07,17319999.6948242,22049999.2370605,22899999.6185303,12649999.6185303,1e+07,9e+06,1e+07
"854","Net bilateral aid flows from DAC donors, Hungary (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","Acciones negociadas, valor total (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Cargos por el uso de propiedad intelectual, recibos (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Flujos de ayuda bilateral neta de donantes del CAD, Finlandia (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","Capitalización en el mercado de empresas nacionales que cotizan en bolsa (USD a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Cuenta financiera neta (BDP, USD a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","Comunicaciones, computadoras, etc. (% de importaciones de servicios, balanza de pagos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","Superficie del terreno donde la elevación es inferior a 5 metros (% de la superficie total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","Formación bruta de capital (US$ a precios constantes de 2010)",4029454716.17639,4162569547.14557,3983734424.68849,4107543355.62031,4372559204.51031,4476947126.66852,4375965053.03126,5005537337.26469,5046230142.72154,5223843059.93633,5435136809.99303,6408165503.15432
"864","Exportaciones de bienes y servicios (% del crecimiento anual)",NA,-4.06539991162177,21.1116229080301,-8.17697768762667,3.74154355929855,8.62390204950761,3.78176715944613,7.28553494059831,2.65425774537775,-12.1987793043316,0.187616839733479,10.5247241977936
"865","Households and NPISHs final consumption expenditure (% of GDP)",66.119698266601,66.0242253042414,66.4787823374048,66.9508499681242,67.4771405957774,67.5123139908395,69.0945969042211,71.5382397236766,77.3208862032211,72.879391128935,74.3155506282129,75.1983362999019
"866","Gasto de consumo final del gobierno general (US$ a precios actuales)",183549832.294968,166744228.836308,140968902.2007,161370282.580408,206715203.434185,225184944.65507,222321572.068787,191061587.28248,185851089.5783,256317868.53346,277472008.982226,234453387.575868
"867","Plazo de entrega para las importaciones, caso de la mediana (días)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Transporte aéreo, pasajeros transportados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419500,457500
"869","Calificación de derechos de propiedad y gobierno basado en normas de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","Solicitudes de marca comercial, residente directo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Procedimientos para construir un depósito (Número)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","Costo de los procedimientos para establecer una empresa (% del INB per cápita)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Valor perdido por cortes de electricidad (% de las ventas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","Costo para exportar, cumplimiento fronterizo (USD)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","Índice de Capital Humano, límite superior (escala de 0 a 1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","Pago de intereses (UMN a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","Impuestos sobre bienes y servicios (% del valor agregado de industria y servicios)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","Contracción neta de pasivos, total (UMN actual)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","Crédito interno proporcionado por el sector financiero (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","Monetary Sector credit to private sector (% GDP)",12.5116435576667,11.76158996676,12.7184502363294,11.0625467460032,10.4095870384798,9.88723770962004,9.95648026694361,10.8399385181923,12.6627705024438,11.4882532640736,10.553794791773,12.1758872462438
"881","Préstamos no productivos del Banco y total de préstamos brutos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","Precio de la gasolina para el usuario (US$ por litro)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","Emisiones de CO2 originadas por la industria manufacturera y la construccin (% del total de la quema de combustible)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7535816618911
"884","Emisiones de óxido nitroso en el sector de energía (% del total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13152976012192,7.35518994638842
"885","Emisiones de CO2 del consumo de combustibles sólidos (kilotoneladas)",0,0,0,0,0,0,0,0,0,0,0,0
"886","Energía nuclear y alternativa (% del total de uso de energía)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6916063867976
"887","Acceso a la electricidad, sector urbano (% de la población urbana)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","AOD neta recibida (% de las importaciones de bienes y servicios)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","Net official flows from UN agencies, UNEP (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","IFC, privada no garantizada (FLN, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"891","Valor actual de la deuda externa (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","Net ODA provided, total (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","Flujos de ayuda bilateral neta de donantes del CAD, Italia (US$ a precios actuales)",9999.99977648258,NA,NA,NA,NA,NA,NA,NA,19999.9995529652,9999.99977648258,39999.9991059303,79999.9982118607
"894","Flujos de ayuda bilateral neta de donantes del CAD, Austria (US$ a precios actuales)",NA,NA,NA,460000.00834465,-70000.0002980232,930000.007152557,-250000,100000.001490116,9999.99977648258,NA,NA,NA
"895","Servicios de viaje (% de las exportaciones de servicios, balanza de pagos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","Cambios en las reservas netas (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","Área de tierra urbana (kilómetros cuadrados)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","Tierras cultivables (hectáreas)",NA,1705000,1705000,1710000,1710000,1715000,1715000,1720000,1715000,1720000,1725000,1730000
"900","Exportaciones de productos de alta tecnología (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","Exportaciones de mercadería hacia economías en el mundo árabe (% del total de exportaciones de mercadería)",NA,0.103626943005181,0.171232876712329,0.0770416024653313,0.0771010023130301,0.106084716223384,0.186086458631549,3.60554114744766,2.04416209846816,1.02991340855419,0.175939134569662,0.922636896249481
"902","Índice del valor de las importaciones (2000 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","Seguro y servicios financieros (% de las importaciones de servicios comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","Participación de líneas arancelarias con tasas específicas, todos los productos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","Turismo internacional, gastos (% del total de importaciones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","Población rural",3004363,3063172,3123095,3186850,3253852,3322584,3392889,3464666,3537475,3611266,3685446,3760133
"907","Tasa de inactividad por edades, personas de 65 años y más (% de la población en edad de trabajar)",9.05415795033418,9.04154242339292,9.00633390070141,8.94863688880463,8.86602625912804,8.75803628545862,8.69308790204938,8.59974538830407,8.48549526920624,8.35927636816942,8.22724891075841,8.15328193634974
"908","Población de 65 a 69 años, mujeres (% de la población femenina)",1.99963647774218,1.95615420502746,1.91310355447623,1.8740668509025,1.84377270008224,1.82351594482403,1.79276092237967,1.77177201013699,1.75740351403588,1.7451667028214,1.73297442710393,1.70567342363634
"909","Población de 25 a 29 años, mujeres (% de la población femenina)",6.8755878080092,6.85734708115581,6.82440292249074,6.7909786483348,6.7770966469459,6.79024731800481,6.80729240552679,6.85617715483152,6.91432793695682,6.94851918283725,6.94457082635016,6.89375538187779
"910","Población entre 0 y 14 años de edad, total",1972037,2040870,2116871,2196439,2273525,2345298,2421239,2491549,2557893,2623528,2690136,2763724
"911","Esperanza de vida al nacer, total (años)",52.982,53.547,54.098,54.635,55.158,55.669,56.174,56.676,57.181,57.69,58.203,58.718
"912","Prevalencia de desnutrición (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","Proporción de jóvenes sin educación, empleo ni capacitación, varones (% de la población de varones jóvenes)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","Desempleo, mujeres jóvenes (% de participación en la fuerza laboral de mujeres de 15 a 24 años) (estimación nacional)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","Tasa de participación en la fuerza laboral, mujeres (% de la población femenina mayor de 15 años) (estimación nacional)",NA,NA,17.6299991607666,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","Niños económicamente activos, total (% de niños entre 7 y 14 años de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","Empleados de servicios, varones (% de empleo masculino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","Empleados en la industria, mujeres (% del empleo femenino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
